substancia,ean,produto,pmvg
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"40,26"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"19,16"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"38,35"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"20,68"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"34,49"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"23,41"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"32,49"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"22,83"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"32,49"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"18,69"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"18,69"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"1308,44"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"23,88"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"93,94"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"19,04"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"18,33"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"36,73"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"24,13"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"27,43"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"43,20"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"48,88"
AZITROMICINA DI-HIDRATADA,    -     ,Novo,"27,56"
AZITROMICINA DI-HIDRATADA,    -     ,Novo,"29,47"
AZITROMICINA DI-HIDRATADA,    -     ,Novo,"208,09"
AZITROMICINA DI-HIDRATADA,    -     ,Novo,"2081,09"
AZITROMICINA DI-HIDRATADA,    -     ,Novo,"59,00"
AZITROMICINA DI-HIDRATADA,    -     ,Novo,"106,18"
AZITROMICINA DI-HIDRATADA,    -     ,Novo,"353,96"
AZITROMICINA DI-HIDRATADA,    -     ,Novo,"707,86"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"32,56"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"1868,92"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"744,37"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"50,53"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"1368,35"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"41,00"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"1103,47"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"17,39"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"1051,26"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"1219,80"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"853,92"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"609,78"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"13,81"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"20,73"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"552,64"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"828,97"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"2072,42"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"3108,64"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"414,49"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"1036,21"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"1450,70"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"34,53"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"51,86"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"43,20"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"28,80"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"49,97"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"32,45"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"3787,85"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"29,21"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"39,97"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"1314,38"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"1799,24"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"49,09"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"49,97"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"39,97"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"10,31"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"22,17"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"32,48"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"46,75"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"32,49"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"18,62"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"28,52"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"2085,98"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"2179,84"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"18,04"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"1150,27"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"30,06"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"48,10"
AZITROMICINA DI-HIDRATADA,    -     ,Similar,"50,97"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"43,47"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"53,54"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"135,25"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"13,36"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"20,03"
AZITROMICINA DI-HIDRATADA,    -     ,Genérico,"32,99"
AZITROMICINA MONOIDRATADA,    -     ,Genérico,"1208,55"
AZTREONAM,    -     ,Similar,"159,66"
AZTREONAM,    -     ,Similar,"3157,51"
AZTREONAM,    -     ,Genérico,"2487,68"
BACILLUS CEREUS,    -     ,Biológico,"26,64"
BACILLUS CEREUS,    -     ,Biológico,"8,98"
BACILLUS CEREUS,    -     ,Biológico,"51,91"
BACITRACINA;SULFATO DE NEOMICINA,    -     ,Similar,"11,23"
BACITRACINA;SULFATO DE NEOMICINA,    -     ,Genérico,"6,50"
BACITRACINA;SULFATO DE NEOMICINA,    -     ,Similar,"11,20"
BACITRACINA;SULFATO DE NEOMICINA,    -     ,Similar,"16,85"
BACITRACINA;SULFATO DE NEOMICINA,    -     ,Similar,"20,58"
BACITRACINA;SULFATO DE NEOMICINA,    -     ,Genérico,"8,46"
BACITRACINA;SULFATO DE NEOMICINA,    -     ,Genérico,"18,24"
BACLOFENO,    -     ,Novo,"36,70"
BACLOFENO,    -     ,Similar,"17,82"
BACLOFENO,    -     ,Similar,"53,49"
BACLOFENO,    -     ,Genérico,"22,72"
BACLOFENO,    -     ,Genérico,"68,16"
BACLOFENO,    -     ,Genérico,"17,53"
BACLOFENO,    -     ,Similar,"19,13"
BACOPA MONNIERI (L.) WETTST.,    -     ,Fitoterápico,"68,98"
BACOPA MONNIERI (L.) WETTST.,    -     ,Fitoterápico,"84,90"
BALOXAVIR MARBOXILA,    -     ,Novo,"178,76"
BALOXAVIR MARBOXILA,    -     ,Novo,"357,51"
BALOXAVIR MARBOXILA,    -     ,Novo,"178,76"
BALOXAVIR MARBOXILA,    -     ,Novo,"357,51"
BARICITINIBE,    -     ,Novo,"2820,85"
BARICITINIBE,    -     ,Novo,"4464,20"
BASILIXIMAB,    -     ,Novo,"7521,01"
BELANTAMABE MAFODOTINA,    -     ,Biológico,"72063,54"
BELANTAMABE MAFODOTINA,    -     ,Biológico,"102947,92"
BELIMUMABE,    -     ,Biológico,"732,92"
BELIMUMABE,    -     ,Biológico,"2443,03"
BELIMUMABE,    -     ,Biológico,"4886,08"
BELIMUMABE,    -     ,Biológico,"4886,08"
BELINOSTATE,    -     ,Novo,"10922,92"
BELZUTIFANO,    -     ,Novo,"79298,20"
BEMIPARINA SÓDICA,    -     ,Biológico,"15,52"
BEMIPARINA SÓDICA,    -     ,Biológico,"77,75"
BEMIPARINA SÓDICA,    -     ,Biológico,"29,75"
BEMIPARINA SÓDICA,    -     ,Biológico,"148,68"
BEMIPARINA SÓDICA,    -     ,Biológico,"37,80"
BEMIPARINA SÓDICA,    -     ,Biológico,"56,68"
BEMIPARINA SÓDICA,    -     ,Biológico,"82,41"
BENDAMUSTINA,    -     ,Novo,"357,52"
BENDAMUSTINA,    -     ,Novo,"1430,08"
BENFOTIAMINA,    -     ,Genérico,"34,56"
BENFOTIAMINA,    -     ,Similar,"17,73"
BENFOTIAMINA,    -     ,Similar,"53,17"
BENFOTIAMINA,    -     ,Genérico,"33,08"
BENFOTIAMINA,    -     ,Similar,"17,73"
BENFOTIAMINA,    -     ,Similar,"53,17"
BENFOTIAMINA,    -     ,Similar,"8,86"
BENFOTIAMINA,    -     ,Similar,"8,86"
BENFOTIAMINA,    -     ,Similar,"53,17"
BENFOTIAMINA,    -     ,Similar,"106,34"
BENFOTIAMINA,    -     ,Similar,"159,51"
BENFOTIAMINA,    -     ,Novo,"53,17"
BENRALIZUMABE,    -     ,Biológico,"11673,02"
BENRALIZUMABE,    -     ,Biológico,"11673,02"
BENZBROMARONA,    -     ,Similar,"35,21"
BENZENO;MENTOL,    -     ,Novo,"19,51"
BENZILPENICILINA BENZATINA,    -     ,Novo,"640,72"
BENZILPENICILINA BENZATINA,    -     ,Novo,"128,15"
BENZILPENICILINA BENZATINA,    -     ,Novo,"12,82"
BENZILPENICILINA BENZATINA,    -     ,Genérico,"81,19"
BENZILPENICILINA BENZATINA,    -     ,Genérico,"8,12"
BENZILPENICILINA BENZATINA,    -     ,Similar,"399,61*"
BENZILPENICILINA BENZATINA,    -     ,Similar,"313,84*"
BENZILPENICILINA POTÁSSICA,    -     ,Similar,"295,79"
BENZILPENICILINA POTÁSSICA,    -     ,Similar,"711,79"
BENZILPENICILINA POTÁSSICA,    -     ,Novo,"474,13"
BENZILPENICILINA POTÁSSICA,    -     ,Novo,"474,13"
BENZILPENICILINA POTÁSSICA,    -     ,Similar,"439,02"
BENZILPENICILINA POTÁSSICA;BENZILPENICILINA PROCAÍNA,    -     ,Similar,"394,23"
BENZILPENICILINA POTÁSSICA;BENZILPENICILINA PROCAÍNA,    -     ,Similar,"187,11*"
BENZILPENICILINA POTÁSSICA;BENZILPENICILINA PROCAÍNA,    -     ,Similar,"259,37"
BENZILPENICILINA POTÁSSICA;BENZILPENICILINA PROCAÍNA,    -     ,Similar,"482,14"
BENZILPENICILINA POTÁSSICA;BENZILPENICILINA PROCAÍNA,    -     ,Similar,"517,59"
BENZNIDAZOL,    -     ,Novo,"81,69"
BENZNIDAZOL,    -     ,Novo,"24,51*"
BENZOATO DE ALOGLIPTINA,    -     ,Novo,"83,89"
BENZOATO DE ALOGLIPTINA,    -     ,Novo,"163,12"
BENZOATO DE ALOGLIPTINA,    -     ,Genérico,"19,73"
BENZOATO DE ALOGLIPTINA,    -     ,Genérico,"59,18"
BENZOATO DE ALOGLIPTINA,    -     ,Genérico,"118,33"
BENZOATO DE ALOGLIPTINA,    -     ,Genérico,"177,51"
BENZOATO DE ALOGLIPTINA,    -     ,Genérico,"38,34"
BENZOATO DE ALOGLIPTINA,    -     ,Genérico,"115,04"
BENZOATO DE ALOGLIPTINA,    -     ,Genérico,"230,07"
BENZOATO DE ALOGLIPTINA,    -     ,Genérico,"345,12"
BENZOATO DE ALOGLIPTINA,    -     ,Novo,"91,02"
BENZOATO DE ALOGLIPTINA,    -     ,Novo,"58,99"
BENZOATO DE ALOGLIPTINA,    -     ,Novo,"177,01"
BENZOATO DE ALOGLIPTINA,    -     ,Novo,"353,97"
BENZOATO DE ALOGLIPTINA;CLORIDRATO DE METFORMINA,    -     ,Novo,"165,56"
BENZOATO DE ALOGLIPTINA;CLORIDRATO DE METFORMINA,    -     ,Novo,"165,56"
BENZOATO DE ALOGLIPTINA;CLORIDRATO DE METFORMINA,    -     ,Novo,"177,51"
BENZOATO DE ALOGLIPTINA;CLORIDRATO DE METFORMINA,    -     ,Novo,"29,58"
BENZOATO DE ALOGLIPTINA;CLORIDRATO DE METFORMINA,    -     ,Novo,"177,51"
BENZOATO DE ALOGLIPTINA;CLORIDRATO DE PIOGLITAZONA,    -     ,Novo,"164,40"
BENZOATO DE ALOGLIPTINA;CLORIDRATO DE PIOGLITAZONA,    -     ,Novo,"164,40"
BENZOATO DE ALOGLIPTINA;CLORIDRATO DE PIOGLITAZONA,    -     ,Novo,"176,26"
BENZOATO DE ALOGLIPTINA;CLORIDRATO DE PIOGLITAZONA,    -     ,Novo,"58,76"
BENZOATO DE ALOGLIPTINA;CLORIDRATO DE PIOGLITAZONA,    -     ,Novo,"176,26"
BENZOATO DE BENZILA,    -     ,Similar,"14,72"
BENZOATO DE BENZILA,    -     ,Similar,"14,20"
BENZOATO DE BENZILA,    -     ,Similar,"12,62"
BENZOATO DE BENZILA,    -     ,Similar,"11,13"
BENZOATO DE BENZILA,    -     ,Similar,"8,60"
BENZOATO DE BENZILA,    -     ,Similar,"5,63"
BENZOATO DE RIZATRIPTANA,    -     ,Novo,"23,06"
BENZOATO DE RIZATRIPTANA,    -     ,Similar,"22,93"
BENZOATO DE RIZATRIPTANA,    -     ,Similar,"91,71"
BENZOATO DE RIZATRIPTANA,    -     ,Similar,"23,06"
BENZOATO DE RIZATRIPTANA,    -     ,Similar,"46,12"
BENZOATO DE RIZATRIPTANA,    -     ,Similar,"92,22"
BENZOATO DE RIZATRIPTANA,    -     ,Similar,"23,06"
BENZOATO DE RIZATRIPTANA,    -     ,Similar,"46,12"
BENZOATO DE RIZATRIPTANA,    -     ,Similar,"92,22"
BENZOATO DE RIZATRIPTANA,    -     ,Genérico,"14,98"
BENZOATO DE RIZATRIPTANA,    -     ,Similar,"23,06"
BENZOATO DE RIZATRIPTANA,    -     ,Similar,"92,22"
BENZOCAÍNA,    -     ,Similar,"5,49"
BENZOCAÍNA,    -     ,Similar,"13,47"
BENZOILMETRONIDAZOL,    -     ,Genérico,"11,16"
BENZOILMETRONIDAZOL,    -     ,Similar,"13,03"
BENZOILMETRONIDAZOL,    -     ,Similar,"651,89"
BENZOILMETRONIDAZOL,    -     ,Genérico,"9,92"
BENZOILMETRONIDAZOL,    -     ,Genérico,"496,06"
BENZOILMETRONIDAZOL,    -     ,Similar,"438,27*"
BERACTANTO,    -     ,Biológico,"2615,81"
BERACTANTO,    -     ,Biológico,"1307,81"
BESILATO DE ANLODIPINO,    -     ,Similar,"13,04"
BESILATO DE ANLODIPINO,    -     ,Similar,"16,08"
BESILATO DE ANLODIPINO,    -     ,Genérico,"22,52"
BESILATO DE ANLODIPINO,    -     ,Genérico,"45,42"
BESILATO DE ANLODIPINO,    -     ,Genérico,"16,92"
BESILATO DE ANLODIPINO,    -     ,Genérico,"29,96"
BESILATO DE ANLODIPINO,    -     ,Genérico,"35,92"
BESILATO DE ANLODIPINO,    -     ,Genérico,"69,63"
BESILATO DE ANLODIPINO,    -     ,Genérico,"9,21"
BESILATO DE ANLODIPINO,    -     ,Genérico,"18,90"
BESILATO DE ANLODIPINO,    -     ,Genérico,"54,60"
BESILATO DE ANLODIPINO,    -     ,Genérico,"45,26"
BESILATO DE ANLODIPINO,    -     ,Genérico,"28,33"
BESILATO DE ANLODIPINO,    -     ,Similar,"37,50"
BESILATO DE ANLODIPINO,    -     ,Similar,"18,97"
BESILATO DE ANLODIPINO,    -     ,Novo,"42,85"
BESILATO DE ANLODIPINO,    -     ,Novo,"84,30"
BESILATO DE ANLODIPINO,    -     ,Novo,"88,27"
BESILATO DE ANLODIPINO,    -     ,Novo,"173,92"
BESILATO DE ANLODIPINO,    -     ,Genérico,"54,38"
BESILATO DE ANLODIPINO,    -     ,Genérico,"118,29"
BESILATO DE ANLODIPINO,    -     ,Genérico,"45,92"
BESILATO DE ANLODIPINO,    -     ,Genérico,"91,82"
BESILATO DE ANLODIPINO,7896112117681,Genérico,"28,41"
BESILATO DE ANLODIPINO,    -     ,Genérico,"60,38"
BESILATO DE ANLODIPINO,    -     ,Similar,"28,41"
BESILATO DE ANLODIPINO,    -     ,Similar,"97,85"
BESILATO DE ANLODIPINO,    -     ,Similar,"166,40"
BESILATO DE ANLODIPINO,    -     ,Similar,"18,20"
BESILATO DE ANLODIPINO,    -     ,Similar,"23,01"
BESILATO DE ANLODIPINO,    -     ,Genérico,"17,26"
BESILATO DE ANLODIPINO,    -     ,Genérico,"34,73"
BESILATO DE ANLODIPINO,    -     ,Genérico,"15,66"
BESILATO DE ANLODIPINO,    -     ,Genérico,"19,59"
BESILATO DE ANLODIPINO,    -     ,Similar,"54,44"
BESILATO DE ANLODIPINO,    -     ,Similar,"107,12"
BESILATO DE ANLODIPINO,    -     ,Similar,"36,84"
BESILATO DE ANLODIPINO,    -     ,Similar,"72,54"
BESILATO DE ANLODIPINO,    -     ,Similar,"99,00"
BESILATO DE ANLODIPINO,    -     ,Similar,"186,02"
BESILATO DE ANLODIPINO,    -     ,Similar,"57,46"
BESILATO DE ANLODIPINO,    -     ,Similar,"81,34"
BESILATO DE ANLODIPINO,    -     ,Similar,"140,29"
BESILATO DE ANLODIPINO,    -     ,Similar,"19,48"
BESILATO DE ANLODIPINO,    -     ,Similar,"167,31"
BESILATO DE ANLODIPINO,    -     ,Similar,"29,84"
BESILATO DE ANLODIPINO,    -     ,Similar,"110,49"
BESILATO DE ANLODIPINO,    -     ,Similar,"263,53"
BESILATO DE ANLODIPINO,    -     ,Genérico,"69,60"
BESILATO DE ANLODIPINO,    -     ,Genérico,"136,92"
BESILATO DE ANLODIPINO,    -     ,Genérico,"93,65"
BESILATO DE ANLODIPINO,    -     ,Genérico,"24,28"
BESILATO DE ANLODIPINO,    -     ,Genérico,"35,39"
BESILATO DE ANLODIPINO,    -     ,Genérico,"47,91"
BESILATO DE ANLODIPINO,    -     ,Genérico,"69,63"
BESILATO DE ANLODIPINO,    -     ,Similar,"38,78"
BESILATO DE ANLODIPINO,    -     ,Similar,"49,23"
BESILATO DE ANLODIPINO,    -     ,Similar,"98,52"
BESILATO DE ANLODIPINO,    -     ,Similar,"73,22"
BESILATO DE ANLODIPINO,    -     ,Similar,"97,50"
BESILATO DE ANLODIPINO,    -     ,Similar,"194,92"
BESILATO DE ANLODIPINO,    -     ,Similar,"25,58"
BESILATO DE ANLODIPINO,    -     ,Similar,"51,15"
BESILATO DE ANLODIPINO,    -     ,Similar,"76,70"
BESILATO DE ANLODIPINO,    -     ,Similar,"147,36"
BESILATO DE ANLODIPINO,    -     ,Genérico,"35,38"
BESILATO DE ANLODIPINO,    -     ,Genérico,"69,63"
BESILATO DE ANLODIPINO,    -     ,Genérico,"45,69"
BESILATO DE ANLODIPINO,    -     ,Genérico,"957,78"
BESILATO DE ANLODIPINO,    -     ,Genérico,"74,81"
BESILATO DE ANLODIPINO,    -     ,Genérico,"1885,85"
BESILATO DE ANLODIPINO,    -     ,Genérico,"62,99"
BESILATO DE ANLODIPINO,    -     ,Genérico,"35,92"
BESILATO DE ANLODIPINO,    -     ,Genérico,"71,82"
BESILATO DE ANLODIPINO,    -     ,Genérico,"957,78"
BESILATO DE ANLODIPINO,    -     ,Genérico,"70,73"
BESILATO DE ANLODIPINO,    -     ,Genérico,"1885,85"
BESILATO DE ANLODIPINO,    -     ,Genérico,"35,92"
BESILATO DE ANLODIPINO,    -     ,Genérico,"71,82"
BESILATO DE ANLODIPINO,    -     ,Genérico,"957,78"
BESILATO DE ANLODIPINO,    -     ,Genérico,"70,73"
BESILATO DE ANLODIPINO,    -     ,Genérico,"1885,85"
BESILATO DE ANLODIPINO,    -     ,Similar,"30,30"
BESILATO DE ANLODIPINO,    -     ,Similar,"55,21"
BESILATO DE ANLODIPINO,    -     ,Genérico,"18,69"
BESILATO DE ANLODIPINO,    -     ,Genérico,"23,98"
BESILATO DE ANLODIPINO,    -     ,Similar,"12,34"
BESILATO DE ANLODIPINO,    -     ,Similar,"21,74"
BESILATO DE ANLODIPINO,    -     ,Genérico,"21,42"
BESILATO DE ANLODIPINO,    -     ,Genérico,"41,86"
BESILATO DE ANLODIPINO,    -     ,Genérico,"35,39"
BESILATO DE ANLODIPINO,    -     ,Genérico,"69,59"
BESILATO DE ANLODIPINO,    -     ,Similar,"35,39"
BESILATO DE ANLODIPINO,    -     ,Similar,"589,85"
BESILATO DE ANLODIPINO,    -     ,Similar,"69,59"
BESILATO DE ANLODIPINO,    -     ,Similar,"1160,20"
BESILATO DE ANLODIPINO,    -     ,Genérico,"45,92"
BESILATO DE ANLODIPINO,    -     ,Genérico,"91,82"
BESILATO DE ANLODIPINO,    -     ,Similar,"40,00"
BESILATO DE ANLODIPINO,    -     ,Similar,"70,01"
BESILATO DE ANLODIPINO,    -     ,Similar,"40,00"
BESILATO DE ANLODIPINO,    -     ,Similar,"70,01"
BESILATO DE ANLODIPINO,    -     ,Genérico,"24,28"
BESILATO DE ANLODIPINO,    -     ,Genérico,"35,39"
BESILATO DE ANLODIPINO,    -     ,Genérico,"47,91"
BESILATO DE ANLODIPINO,    -     ,Genérico,"69,63"
BESILATO DE ANLODIPINO,    -     ,Genérico,"15,65"
BESILATO DE ANLODIPINO,    -     ,Genérico,"54,32"
BESILATO DE ANLODIPINO,    -     ,Novo,"54,44"
BESILATO DE ANLODIPINO,    -     ,Novo,"107,12"
BESILATO DE ANLODIPINO,    -     ,Novo,"112,15"
BESILATO DE ANLODIPINO,    -     ,Novo,"220,97"
BESILATO DE ANLODIPINO;HEMIFUMARATO DE BISOPROLOL,    -     ,Novo,"54,91"
BESILATO DE ANLODIPINO;HEMIFUMARATO DE BISOPROLOL,    -     ,Novo,"61,24"
BESILATO DE ANLODIPINO;HEMIFUMARATO DE BISOPROLOL,    -     ,Novo,"61,24"
BESILATO DE ANLODIPINO;HEMIFUMARATO DE BISOPROLOL,    -     ,Novo,"67,59"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"36,10"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"40,84"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"40,84"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Novo,"12,96"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Novo,"55,55"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Novo,"62,80"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Novo,"14,66"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Novo,"14,66"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Novo,"62,80"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"12,04"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"18,05"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"36,10"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"48,14"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"72,19"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"13,61"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"20,41"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"40,84"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"54,44"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"81,65"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"13,61"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"20,41"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"40,84"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"54,44"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"81,65"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"24,57"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"52,68"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"105,38"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"27,80"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"59,54"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"119,11"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"27,80"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"59,54"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"119,11"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"18,50"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"55,55"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"111,04"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"20,94"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"62,78"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"125,58"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"62,78"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"125,56"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"36,10"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"40,84"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Genérico,"40,84"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"18,50"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"55,54"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"20,94"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"62,81"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"20,94"
BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA,    -     ,Similar,"62,81"
BESILATO DE ANLODIPINO;PERINDOPRIL ARGININA,    -     ,Novo,"12,16"
BESILATO DE ANLODIPINO;PERINDOPRIL ARGININA,    -     ,Novo,"16,54"
BESILATO DE ANLODIPINO;PERINDOPRIL ARGININA,    -     ,Novo,"41,57"
BESILATO DE ANLODIPINO;PERINDOPRIL ARGININA,    -     ,Novo,"36,50"
BESILATO DE ANLODIPINO;PERINDOPRIL ARGININA,    -     ,Novo,"49,62"
BESILATO DE ANLODIPINO;PERINDOPRIL ARGININA,    -     ,Novo,"85,90"
BESILATO DE ANLODIPINO;TELMISARTANA,    -     ,Novo,"24,56"
BESILATO DE ANLODIPINO;TELMISARTANA,    -     ,Novo,"73,72"
BESILATO DE ANLODIPINO;TELMISARTANA,    -     ,Novo,"31,47"
