codigo,descricao,Grupo,Classe
4634,INSTALACAO E MONTAGEM DE SUBESTACOES DE ENERGIA ELETRICA ACIMA DE 500KV,SERVI¿S DE INSTALA¿O,INVALIDO
4642,INSTALACAO E MONTAGEM DE  SUBESTACOES  DE  ENERGIA  ELETRICABLINDADAS,SERVI¿S DE INSTALA¿O,INVALIDO
4650,INSTALACAO E MONTAGEM LINHAS DE TRANSMISSAO - ENERGIA ELETRICA ATE 690KV,SERVI¿S DE INSTALA¿O,INVALIDO
4669,INSTALACAO E MONTAGEM LINHAS DE TRANSMISSAO - ENERGIA ELETRICA ATE 138KV,SERVI¿S DE INSTALA¿O,INVALIDO
4677,INSTALACAO E MONTAGEM LINHAS DE TRANSMISSAO - ENERGIA ELETRICA ATE 230KV,SERVI¿S DE INSTALA¿O,INVALIDO
4685,INSTALACAO E MONTAGEM LINHAS DE TRANSMISSAO - ENERGIA ELETRICA ATE 500KV,SERVI¿S DE INSTALA¿O,INVALIDO
4693,INSTALACAO E MONTAGEM LINHAS DE TRANSMISSAO - ENERGIA ELETRICA ACIMA DE 500KV,SERVI¿S DE INSTALA¿O,INVALIDO
4707,INSTALACAO E MONTAGEM LINHAS AEREAS DE DISTRIBUICAO DE ENER-GIA ELETRICA,SERVI¿S DE INSTALA¿O,INVALIDO
4715,INSTALACAO E MONTAGEM LINHAS SUBTERRANEAS DE  DISTRIBUICAO -ENERGIA ELETRICA,SERVI¿S DE INSTALA¿O,INVALIDO
4758,OBRAS CIVIS DE USINAS HIDRELETRICAS ACIMA DE 10KV,SERVI¿S DE INSTALA¿O,INVALIDO
4766,OBRAS CIVIS DE USINAS HIDRELETRICAS ATE 10MW,SERVI¿S DE INSTALA¿O,INVALIDO
8834,INSTALACAO E MONTAGEM DE PONTES DE EMBARQUE EM AEROPORTO,SERVI¿S DE INSTALA¿O,INVALIDO
16675,INSTALACAO / MANUTENCAO - CERCA / ALAMBRADO / TELA,SERVI¿S DE INSTALA¿O,INVALIDO
19739,INSTALACAO / MANUTENCAO - REDE TELEFONICA,SERVI¿S DE INSTALA¿O,INVALIDO
1538,INSTALACOES PREDIAIS ELETRICAS,SERVI¿S DE INSTALA¿O,"SERVIÇOS DE INSTALAÇÃO ELÉTRICA, DE CABOS, ALARMES, ANTENAS E OUTROS DISPOSITIVOS ELÉTRICOS"
5606,"INSTALACAO / MANUTENCAO ELETRICA - PREDIAL, INDUSTRIAL",SERVI¿S DE INSTALA¿O,"SERVIÇOS DE INSTALAÇÃO ELÉTRICA, DE CABOS, ALARMES, ANTENAS E OUTROS DISPOSITIVOS ELÉTRICOS"
20630,INSTALACAO / MANUTENCAO - ENERGIA FOTOVOLTAICA,SERVI¿S DE INSTALA¿O,"SERVIÇOS DE INSTALAÇÃO ELÉTRICA, DE CABOS, ALARMES, ANTENAS E OUTROS DISPOSITIVOS ELÉTRICOS"
21687,INSTALACAO/MANUTENCAO/OPERACAO - ELETRICA,SERVI¿S DE INSTALA¿O,"SERVIÇOS DE INSTALAÇÃO ELÉTRICA, DE CABOS, ALARMES, ANTENAS E OUTROS DISPOSITIVOS ELÉTRICOS"
1546,INSTALACOES PREDIAIS HIDRO-SANITARIAS,SERVI¿S DE INSTALA¿O,OUTROS SERVIÇOS DE INSTALAÇÃO
3557,"INSTALACAO / MANUTENCAO - ELEVADORES, ESCADAS ROLANTES,  MONTA - CARGAS / PLATAFORMA / ESCADAS",SERVI¿S DE INSTALA¿O,OUTROS SERVIÇOS DE INSTALAÇÃO
4383,OBRAS CIVIS DE INSTALACAO DE ELEVADORES,SERVI¿S DE INSTALA¿O,OUTROS SERVIÇOS DE INSTALAÇÃO
5584,INSTALACAO DE PELICULA DE PROTECAO,SERVI¿S DE INSTALA¿O,OUTROS SERVIÇOS DE INSTALAÇÃO
13129,MANUTENCAO / INSTALACOES PREDIAIS ELETRONICAS,SERVI¿S DE INSTALA¿O,OUTROS SERVIÇOS DE INSTALAÇÃO
19631,INSTALACAO / MANUTENCAO - EQUIPAMENTO CONTROLE ACESSO PESSOAL,SERVI¿S DE INSTALA¿O,OUTROS SERVIÇOS DE INSTALAÇÃO
24929,INSTALACAO / MONTAGEM / DESMONTAGEM - TANQUE COMBUSTIVEL,SERVI¿S DE INSTALA¿O,OUTROS SERVIÇOS DE INSTALAÇÃO
25321,INSTALACAO - PERSIANAS VERTICAIS/HORIZONTAIS,SERVI¿S DE INSTALA¿O,OUTROS SERVIÇOS DE INSTALAÇÃO
1350,OBRAS CIVIS DE PARQUES E PRACAS,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,INVALIDO
20273,PINTURA PRODUTO METALICO,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,INVALIDO
5789,INSTALACAO/ MANUTENCAO DE VIDRO TEMPERADO/  LAMINADO/CRISTAL / ACRILICO /EM PORTA / JANELA / BOX,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,SERVIÇOS DE INSTALAÇÃO DE VIDROS
5800,INSTALACAO / MANUTENCAO VIDRO COMUM - PORTA / JANELA,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,SERVIÇOS DE INSTALAÇÃO DE VIDROS
1090,PINTURA INDUSTRIAL,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,SERVIÇOS DE PINTURA
19372,PRESTACAO DE SERVICOS DE PINTOR,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,SERVIÇOS DE PINTURA
20915,PINTURA FAIXAS - VIAS PUBLICAS / ESTACIONAMENTO,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,SERVIÇOS DE PINTURA
5290,INSTALACAO / MANUTENCAO - PISOS ELEVADOS,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,"OUTROS SERVIÇOS DE COLOCAÇÃO DE ASSOALHOS,REVESTIMENTO DE PAREDE E PAPEL DE PAREDE"
5304,INSTALACAO / MANUTENCAO - PISOS ALTA RESISTENCIA,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,"OUTROS SERVIÇOS DE COLOCAÇÃO DE ASSOALHOS,REVESTIMENTO DE PAREDE E PAPEL DE PAREDE"
5312,INSTALACAO / MANUTENCAO / REMOCAO - PISO EM GERAL (EXCETO MADEIRADOS),SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,"OUTROS SERVIÇOS DE COLOCAÇÃO DE ASSOALHOS,REVESTIMENTO DE PAREDE E PAPEL DE PAREDE"
6025,APLICACAO DE PAPEL DE PAREDE,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,"OUTROS SERVIÇOS DE COLOCAÇÃO DE ASSOALHOS,REVESTIMENTO DE PAREDE E PAPEL DE PAREDE"
6033,REVESTIMENTO DE PAREDE COM CORTICA,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,"OUTROS SERVIÇOS DE COLOCAÇÃO DE ASSOALHOS,REVESTIMENTO DE PAREDE E PAPEL DE PAREDE"
6041,INSTALACAO DE TAPETE / CARPETE,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,"OUTROS SERVIÇOS DE COLOCAÇÃO DE ASSOALHOS,REVESTIMENTO DE PAREDE E PAPEL DE PAREDE"
13412,CALAFETACAO DE PISO,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,"OUTROS SERVIÇOS DE COLOCAÇÃO DE ASSOALHOS,REVESTIMENTO DE PAREDE E PAPEL DE PAREDE"
13420,REVESTIMENTO DE ASSOALHO POR VERNIZ,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,"OUTROS SERVIÇOS DE COLOCAÇÃO DE ASSOALHOS,REVESTIMENTO DE PAREDE E PAPEL DE PAREDE"
18180,INSTALACAO / REMOCAO / MANUTENCAO - FORRO EM GERAL,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,"OUTROS SERVIÇOS DE COLOCAÇÃO DE ASSOALHOS,REVESTIMENTO DE PAREDE E PAPEL DE PAREDE"
20290,TRATAMENTO PISO,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,"OUTROS SERVIÇOS DE COLOCAÇÃO DE ASSOALHOS,REVESTIMENTO DE PAREDE E PAPEL DE PAREDE"
1082,JATEAMENTO,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,OUTROS SERVIÇOS DE ACABAMENTO E FINALIZAÇÃO DE EDIFÍCIOS
1139,PROTECAO DE SUPERFICIES POR REVESTIMENTO POLIMERICO,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,OUTROS SERVIÇOS DE ACABAMENTO E FINALIZAÇÃO DE EDIFÍCIOS
1147,PROTECAO CATODICA,SERVI¿ DE ACABAMENTO E FINALIZA¿O DOS EDIF¿IOS,OUTROS SERVIÇOS DE ACABAMENTO E FINALIZAÇÃO DE EDIFÍCIOS
15512,COMERCIO / REPRESENTACAO : PRODUTO - NACIONAL / IMPORTADO,"SERVI¿ DO COM¿CIO POR ATACADO,EXCETO OS PRESTADOS POR COMISS¿ OU POR CONTRATO",INVALIDO
16080,COMERCIALIZACAO AERONAVE - AVIAO / HELICOPTERO / ULTRALEVE,"SERVI¿ DO COM¿CIO POR ATACADO,EXCETO OS PRESTADOS POR COMISS¿ OU POR CONTRATO",INVALIDO
19259,ASSINATURA OBRAS OFICIAIS - LIVRO / REVISTA,SERVI¿S DO COM¿CIO POR ATACADO PRESTADO POR COMISS¿ OU   POR CONTRATO,INVALIDO
20079,COMERCIALIZACAO - PRODUTO / COMPOSTO ORGANICO,SERVI¿S DO COM¿CIO POR ATACADO PRESTADO POR COMISS¿ OU   POR CONTRATO,INVALIDO
21040,ASSINATURA - PUBLICACAO INFORMATIZADA,SERVI¿S DO COM¿CIO POR ATACADO PRESTADO POR COMISS¿ OU   POR CONTRATO,INVALIDO
4243,"ASSINATURA DE JORNAIS, REVISTAS E PERIODICOS",SERVI¿S DO COM¿CIO POR ATACADO PRESTADO POR COMISS¿ OU   POR CONTRATO,"SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO,DE BENS DE CONSUMO DIVERSOS"
23000,ASSINATURA DE PERIODICOS OFICIAIS,SERVI¿S DO COM¿CIO POR ATACADO PRESTADO POR COMISS¿ OU   POR CONTRATO,"SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO,DE BENS DE CONSUMO DIVERSOS"
23108,ASSINATURA DE JORNAIS E PERIODICOS / ACERVO BIBLIOGRÁFICO - COM ACESSO 0N-LINE,SERVI¿S DO COM¿CIO POR ATACADO PRESTADO POR COMISS¿ OU   POR CONTRATO,"SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO,DE BENS DE CONSUMO DIVERSOS"
16454,COMERCIALIZACAO DE PRODUTOS AGROPECUARIOS,SERVI¿S DO COM¿CIO DE VAREJO EM LOJAS ESPECIALIZADAS,INVALIDO
16489,COMERCIALIZACAO DE GRAO,SERVI¿S DO COM¿CIO DE VAREJO EM LOJAS ESPECIALIZADAS,INVALIDO
3980,EXPLORACAO COMERCIAL DE HOTEIS / POUSADAS,SERVI¿S DE ALOJAMENTO,INVALIDO
9946,RESERVA EM HOTEIS NACIONAIS E INTERNACIONAIS,SERVI¿S DE ALOJAMENTO,SERVIÇOS DE ALOJAMENTO EM HOTEIS E MOTEIS
5320,REFEICOES INDUSTRIAIS - PREPARO / DISTRIBUICAO,SERVI¿S DE FORNECIMENTO DE COMIDA,INVALIDO
12807,BUFFET,SERVI¿S DE FORNECIMENTO DE COMIDA,INVALIDO
3697,FORNECIMENTO DE REFEICOES / LANCHES / SALGADOS / DOCES,SERVI¿S DE FORNECIMENTO DE COMIDA,SERVIÇOS DE FORNECIMENTO DE REFEIÇÃO COM SERVIÇO COMPLETO DERESTAURANTE
3700,REFEICAO SISTEMA CONVENIO ( TIQUETE ),SERVI¿S DE FORNECIMENTO DE COMIDA,SERVIÇOS DE FORNECIMENTO DE REFEIÇÃO COM SERVIÇO COMPLETO DERESTAURANTE
15210,CANTINA / BAR / LANCHONETE / REFEICAO RAPIDA / RESTAURANTE,SERVI¿S DE FORNECIMENTO DE COMIDA,SERVIÇOS DE FORNECIMENTO DE REFEIÇÃO COM SERVIÇO COMPLETO DERESTAURANTE
25500,DISTRIBUICAO DE LEITE,SERVI¿S DE FORNECIMENTO DE COMIDA,OUTROS SERVIÇOS DE FORNECIMENTO DE COMIDA
4391,TRANSPORTE RODOVIARIO - PESSOAL POR COLETIVOS (AUXILIO TRANSPORTE ),SERVI¿S DE TRANSPORTE TERRESTRE DE COMBINADAS MODALIDADES,INVALIDO
16713,TRANSPORTE DE CARGA - INTERNACIONAL,SERVI¿S DE TRANSPORTE TERRESTRE DE COMBINADAS MODALIDADES,INVALIDO
24953,FORNECIMENTO PASSAGEM FERROVIARIA,SERVI¿S DE TRANSPORTE FERROVI¿RIO,INVALIDO
3344,TRANSPORTE FERROVIARIO DE PESSOAL,SERVI¿S DE TRANSPORTE FERROVI¿RIO,"SERVIÇOS DE TRANSPORTE FERROVIÁRIO DE PASSAGEIROS, URBANO / SUBURBANO,INTERUBANO/INTERESTADUAL"
3352,TRANSPORTE FERROVIARIO DE CARGA,SERVI¿S DE TRANSPORTE FERROVI¿RIO,"SERVIÇOS DE TRANSPORTE FERROVIÁRIO DE CARGA, POR VAGÃO REFRIGERADO, VAGÃO TANQUE, EM CONTAINERS EM VAGÕES PLANO E OUTROS"
24856,TRANSPORTE FERROVIARIO DE CARGA POR VAGAO TANQUE,SERVI¿S DE TRANSPORTE FERROVI¿RIO,"SERVIÇOS DE TRANSPORTE FERROVIÁRIO DE CARGA, POR VAGÃO REFRIGERADO, VAGÃO TANQUE, EM CONTAINERS EM VAGÕES PLANO E OUTROS"
12831,TRANSPORTE RODOVIARIO - COMBUSTIVEL / LUBRIFICANTE,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
18309,TRANSPORTE / ENTREGA - CARGA FRIGORIFICA,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
18457,TRANSPORTE RODOVIARIO - CARGA VIVA,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
19445,TRANSPORTE RODOVIARIO - MEDICAMENTO,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
19704,TRANSPORTE RODOVIARIO - PUBLICACAO / LIVRO,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
22730,TRANSPORTE RODOVIARIO-MOBILIARIO/MATERIAIS/EQUIPAMENTOS/BENSPESSOAIS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
22772,TRANSPORTE DE MUDANCA - INTERMUNICIPAL,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23191,PRESTACAO DE SERVICO DE TRANSPORTE PARA SERVIDOR - DIARIA DE2ª A 6ª FEIRA,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23213,PRESTACAO DE SERVICO DE TRANSPORTE PARA SERVIDOR - DIARIA DE2ª A DOMINGO,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23230,PRESTACAO DE SERVICO DE TRANSPORTE PARA SERVIDOR - DIARIA DESABADO / DOMINGO / FERIADOS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23248,PRESTACAO DE SERVICO DE TRANSPORTE PARA SERVIDOR - MENSAL DE2ª A 6ª-FEIRA,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23264,PRESTACAO DE SERVICO DE TRANSPORTE PARA SERVIDOR - MENSAL DE2ª A DOMINGO,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23299,PRESTACAO DE SERVICO DE TRANSPORTE PARA SERVIDOR - MENSAL DESABADO / DOMINGO / FERIADOS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23310,PRESTACAO DE SERVICO DE TRANSPORTE PARA SERVIDOR - POR HORA,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23353,PRESTACAO DE SERVICO DE TRANSPORTE PARA SERVIDOR - 12 HORAS DIURNAS DE 2ª A 6ª-FEIRA,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23388,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR - CONDUCAODE VEICULO - 44 HORAS SEMANAIS DIURNAS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23418,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR - CONDUCAODE VEICULO - 12 HORAS DIURNAS DE 2ª A DOMINGO,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23442,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR - CONDUCAODE VEICULO - 12 HORAS DIURNAS DE SABADO / DOMINGO / FERIADOS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23469,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR - CONDUCAODE VEICULO - 12 HORAS NOTURNAS DE 2ª A 6ª-FEIRA,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23493,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR - CONDUCAODE VEICULO - 12 HORAS NOTURNAS DE 2ª A DOMINGO,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23531,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR - CONDUCAODE VEICULO - 12 HORAS NOTURNAS DE SABADO/DOMINGO/FERIADOS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23558,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR - CONDUCAODE VEICULO - POR HORA,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23574,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR ENVOLVENDOVEICULO/CONDUCAO/MANUTENCAO/COMBUSTIVEL-44H SEMANAIS DIURNAS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23612,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR ENVOLVENDOVEIC/CONDUCAO/MANUT/COMBUSTIVEL-12H DIURNAS DE 2ª A 6ª-FEIRA,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23663,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR ENVOLVENDOVEIC/CONDUCAO/MANUT/COMBUSTIVEL-12H DIURNAS DE 2ª A DOMINGO,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23698,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR ENVOLVENDOVEIC/CONDUCAO/MANUT/COMBUSTIVEL-12H DIURNAS SAB/DOM/FERIADOS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23728,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR ENVOLVENDOVEIC/CONDUC/MANUT/COMBUSTIVEL-12H NOTURNAS DE SEG A DOMINGO,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23736,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR ENVOLVENDOVEIC/CONDUC/MANUT/COMBUSTIVEL - 12H NOTURNAS DE SEG A SEXTA,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
23744,PRESTACAO DE SERVICO DE  TRANSPORTE PARA SERVIDOR ENVOLVENDOVEIC/CONDUC/MANUT/COMBUSTIVEL-12H NOTURNAS SAB/DOM/FERIADOS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
24198,PRESTACAO DE SERVICO DE TRANSPORTE PARA SERVIDOR - OUTRAS   NECESSIDADES,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
24201,PRESTACAO DE SERVICO DE TRANSPORTE PARA SERVIDOR - CONDUCAO DE VEICULO - OUTRAS NECESSIDADES,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
24210,PRESTACAO DE SERVICO DE TRANSPORTE PARA SERVIDOR ENVOLVENDO VEICULO/CONDUCAO/MANUTENCAO/COMBUSTIVEL-OUTRAS NECESSIDADES,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
24341,SERVICO DE TRANSPORTE PARA SERVIDOR ENVOLVENDO VEICULO/MANU-TENCAO/COMBUSTIVEL - 24 HORAS ININTERRUPTAS - SEG A DOMINGO,SERVI¿S DE TRANSPORTE RODOVI¿RIO,INVALIDO
3239,TRANSPORTE RODOVIARIO - PESSOAL POR AUTOMOVEIS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS REGULAR/PROGRAMADO DE TRANSPORTE RODOVIÁRIO DE PAS-SAGEIROS, URBANO/SUBURBANO/INTERURBANO"
25763,FORNECIMENTO PASSAGEM RODOVIARIA,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS REGULAR/PROGRAMADO DE TRANSPORTE RODOVIÁRIO DE PAS-SAGEIROS, URBANO/SUBURBANO/INTERURBANO"
3212,TRANSPORTE DE MUDANCA - LOCAL,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
3220,TRANSPORTE DE MUDANCA - INTERESTADUAL,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
3263,TRANSPORTE RODOVIARIO - CARGAS / ENCOMENDAS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
3271,TRANSPORTE RODOVIARIO VALORES,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
3280,"TRANSPORTE RODOVIARIO - MATERIAIS EMBALADOS, SOLTOS E  A GRANEL",SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
3298,TRANSPORTE RODOVIARIO - PRODUTOS SIDERURGICOS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
3301,TRANSPORTE RODOVIARIO - GRANEIS LIQUIDOS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
3336,TRANSPORTE RODOVIARIO - EXPLOSIVOS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
5126,TRANSPORTE RODOVIARIO - EQUIPAMENTOS ELETRICOS DE PROTECAO ECONTROLE,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
5134,TRANSPORTE RODOVIARIO - OLEO ISOLANTE,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
5142,TRANSPORTE RODOVIARIO - CARGA PESADA OU  DIMENSOES ESPECIAISATE 50T,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
5150,TRANSPORTE RODOVIARIO - CARGA PESADA OU DIMENSOES  ESPECIAISDE 50 ATE 100T,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
5169,TRANSPORTE RODOVIARIO - CARGA PESADA OU DIMENSOES  ESPECIAISDE 100 ATE 150T,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
5177,TRANSPORTE RODOVIARIO - CARGA PESADA OU DIMENSOES  ESPECIAISDE 150 ATE 200T,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
5185,TRANSPORTE RODOVIARIO - CARGA PESADA OU DIMENSOES  ESPECIAISACIMA DE 200T,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
5193,TRANSPORTE RODOVIARIO - SUBSTANCIAS PERIGOSAS /  GRANELEIROS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
5207,TRANSPORTE RODOVIARIO - SUBSTANCIAS  PERIGOSAS POR  VEICULOSCOMUNS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
5215,TRANSPORTE RODOVIARIO - POSTES,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
5223,TRANSPORTE DE CARGA DE TEMPERATURA CONTROLADA,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
5231,TRANSPORTE RODOVIARIO - CONTAINERS,SERVI¿S DE TRANSPORTE RODOVI¿RIO,"SERVIÇOS DE TRANSPORTE RODOVIÁRIO DE CARGA, POR VEÍCULOS RE-FRIGERADOS, CAMINHÕES TANQUE E OUTROS TIPOS"
